Unnamed: 0,healthreformbill_2016,wealth_2016,gvmt_involment_2016,police_threat_2016,obamaapp_2016,view_transgender_2016,affirmact_gen_2016,policies_favor_2016,taxdoug_2016,immi_contribution_2016,pid3_2016,RIGGED_SYSTEM_4_2016,gender_equality_2016,presvote16post_2016
109,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
110,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Independent,Strongly agree,Men have more opportunities than women,Hillary Clinton
111,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Somewhat Approve,Don't know,Don't know,Treat both groups the same,Yes,Neither,Independent,Disagree,Men have more opportunities than women,Hillary Clinton
112,Kept the same,Should be more evenly distributed,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Somewhat Approve,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,Yes,Mostly a drain,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
113,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
114,Repealed,Distribution is fair,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Men have more opportunities than women,Donald Trump
115,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Somewhat Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,Don't know,Mostly make a contribution,Independent,Strongly agree,Men and women have equal opportunities,Donald Trump
116,Repealed,Distribution is fair,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Disapprove,Should be allow to us the restrooms of the gender with which they currently identify,Oppose,Don't know,Don't know,Mostly a drain,Independent,Strongly agree,Men have more opportunities than women,Donald Trump
117,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Somewhat Disapprove,Should be allow to us the restrooms of the gender with which they currently identify,Oppose,Treat both groups the same,No,Neither,Independent,Disagree,Men have more opportunities than women,Gary Johnson
118,Expanded,Don't know,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Somewhat Disapprove,Don't know,Oppose,Don't know,Don't know,Mostly make a contribution,Independent,Agree,Men and women have equal opportunities,Other
119,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Somewhat Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Independent,Disagree,Men have more opportunities than women,Hillary Clinton
121,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Oppose,Treat both groups the same,Yes,Mostly make a contribution,Independent,Disagree,Men and women have equal opportunities,Hillary Clinton
122,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
123,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
124,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Treat both groups the same,No,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
